RT,Accuracy,Condition,SubjectID,Subjects_session,Unique_Session,Noisetimes,Intertrial,Stimtime,Spatial_frequencies,Random_rotations,Speed_cutoff,Given_feedback,N200amplitudes,N200latencies,RemoveN200,RemoveRT,Training,Artifact
0.49121,0,6,153,1,21,0.7,1.5619,2.6917,2.4,53.654,1,1,-54.191,0.17578,0,0,1,0
0.77441,1,6,153,1,21,0.65,1.7204,2.4083,2.4,308.91,1,2,-95.414,0.19434,0,0,1,0
0.64062,1,6,153,1,21,0.575,1.8715,2.1917,2.6,279.19,1,2,-47.294,0.1582,0,0,1,0
NaN,NaN,6,153,1,21,0.85,1.5394,2.75,2.4,252.64,1,1,NaN,NaN,0,0,0,0
NaN,NaN,6,153,1,21,1,1.879,2.5583,2.6,170.79,1,1,NaN,NaN,0,1,1,0
NaN,NaN,6,153,1,21,0.95,1.7544,2.9417,2.4,42.389,1,1,NaN,NaN,1,1,1,0
0.38379,0,6,153,1,21,0.625,1.6989,2.225,2.6,246.84,1,1,-27.806,0.18848,0,0,1,0
NaN,NaN,6,153,1,21,0.925,1.8504,2.5333,2.6,112.63,1,2,NaN,NaN,0,1,1,0
NaN,NaN,6,153,1,21,0.5,1.9505,2.0417,2.6,175.16,1,2,NaN,NaN,0,0,0,0
NaN,NaN,6,153,1,21,0.8,1.5179,2.4083,2.6,182.53,1,2,NaN,NaN,0,0,0,0
0.50879,0,6,153,1,21,0.95,1.8549,2.4667,2.4,333.88,1,1,-64.96,0.21191,0,0,1,0
NaN,NaN,6,153,1,21,0.925,1.5257,2.8583,2.4,114.32,1,2,NaN,NaN,0,1,1,0
NaN,NaN,6,153,1,21,0.675,1.6645,2.375,2.6,176.87,1,2,NaN,NaN,0,1,0,0
0.47852,1,6,153,1,21,0.875,1.6461,2.75,2.6,210.53,1,2,-60.742,0.25293,0,0,1,0
0.47656,0,6,153,1,21,0.925,1.5548,2.9083,2.4,158.15,1,1,-72.208,0.20703,0,0,1,0
0.70117,0,6,153,1,21,0.875,1.8698,2.6417,2.4,278.91,1,1,-27.868,0.21289,0,0,1,0
NaN,NaN,6,153,1,21,0.95,1.6792,2.65,2.6,263.39,1,2,NaN,NaN,0,0,0,0
NaN,NaN,6,153,1,21,0.625,1.6751,2.575,2.4,230.36,1,1,NaN,NaN,0,1,0,0
NaN,NaN,6,153,1,21,1,1.8225,2.7583,2.4,118.74,1,2,NaN,NaN,0,1,1,0
0.42676,1,6,153,1,21,0.65,1.5867,2.5,2.6,160.89,1,2,-2.3597,0.22852,0,0,1,0
NaN,NaN,6,153,1,21,0.975,1.6504,2.7917,2.6,123.33,1,2,NaN,NaN,1,1,1,0
NaN,NaN,6,153,1,21,0.65,1.551,2.225,2.4,8.2348,1,1,NaN,NaN,0,1,1,0
NaN,NaN,6,153,1,21,0.725,1.6169,2.3333,2.4,301.24,1,2,NaN,NaN,0,1,1,0
0.40625,1,6,153,1,21,0.75,1.6675,2.2833,2.6,137.04,1,2,-83.486,0.2207,0,0,1,0
0.43848,0,6,153,1,21,1,1.7619,2.725,2.4,222.34,1,1,-22.29,0.18652,0,0,1,0
0.41113,0,6,153,1,21,0.575,1.8274,2.0917,2.4,329.53,1,1,-83.08,0.22559,0,0,1,0
0.37207,0,6,153,1,21,0.775,1.9647,2.5417,2.4,328,1,1,-31.778,0.18945,0,0,1,0
NaN,NaN,6,153,1,21,0.675,1.951,2.1833,2.4,233.24,1,2,NaN,NaN,0,0,0,0
0.47754,0,6,153,1,21,0.65,1.831,2.5917,2.4,245.86,1,1,-44.567,0.18457,0,0,1,0
0.41602,1,6,153,1,21,0.6,1.7521,2.225,2.6,25.933,1,2,-47.614,0.20801,0,0,1,0
NaN,NaN,6,153,1,21,0.825,1.741,2.725,2.6,24.965,1,2,NaN,NaN,0,1,0,0
0.77637,0,6,153,1,21,0.9,1.6194,2.625,2.4,163.45,1,1,-24.148,0.18848,0,0,1,0
NaN,NaN,6,153,1,21,0.975,1.5199,2.6667,2.4,290.73,1,2,NaN,NaN,0,1,1,0
NaN,NaN,6,153,1,21,0.775,1.9655,2.7167,2.6,292.65,1,2,NaN,NaN,1,0,1,0
0.3877,0,6,153,1,21,0.8,1.7617,2.45,2.4,272.84,1,1,-37.674,0.17969,0,0,1,0
NaN,NaN,6,153,1,21,0.8,1.6341,2.3583,2.4,239.87,1,2,NaN,NaN,1,0,0,1
NaN,NaN,6,153,1,21,0.525,1.9739,2.3083,2.4,334.3,1,2,NaN,NaN,0,0,0,0
NaN,NaN,6,153,1,21,0.8,1.5753,2.6417,2.4,354.55,1,2,NaN,NaN,1,0,1,1
NaN,NaN,6,153,1,21,0.875,1.6428,2.8167,2.4,35.747,1,1,NaN,NaN,0,1,0,0
0.64746,1,6,153,1,21,0.85,1.5056,2.85,2.6,240.72,1,2,1.0089,0.15918,0,0,1,0
0.42676,1,6,153,1,21,0.725,1.6309,2.3667,2.6,44.181,1,2,-46.472,0.25684,0,0,1,0
0.44629,0,6,153,1,21,0.775,1.9836,2.325,2.4,225.42,1,1,-61.828,0.22754,0,0,1,0
0.53711,1,6,153,1,21,0.6,1.5416,2.4583,2.4,125.54,1,2,-42.656,0.1875,0,0,1,0
0.42285,0,6,153,1,21,0.85,1.7899,2.375,2.4,289.96,1,1,-51.362,0.21777,0,0,1,0
NaN,NaN,6,153,1,21,1,1.8451,2.775,2.4,78.569,1,1,NaN,NaN,1,0,1,0
0.72559,1,6,153,1,21,0.7,1.9547,2.5833,2.6,93.037,1,2,-66.06,0.12695,0,0,1,0
0.61621,1,6,153,1,21,0.85,1.5377,2.75,2.6,166.7,1,2,-28.588,0.16992,0,0,1,0
NaN,NaN,6,153,1,21,0.775,1.5017,2.6333,2.6,197.51,1,2,NaN,NaN,1,0,1,0
NaN,NaN,6,153,1,21,0.875,1.5265,2.5,2.4,210.92,1,1,NaN,NaN,1,0,1,0
NaN,NaN,6,153,1,21,0.8,1.7721,2.6917,2.6,230.25,1,2,NaN,NaN,0,0,0,0
0.90332,1,6,153,1,21,0.95,1.5699,2.9167,2.6,74.209,1,2,-18.58,0.21387,0,0,1,0
NaN,NaN,6,153,1,21,0.825,1.8195,2.6167,2.6,87.031,1,2,NaN,NaN,0,0,0,0
0.38867,0,6,153,1,21,0.8,1.9573,2.5833,2.6,297.89,1,1,-27.075,0.18848,0,0,1,0
NaN,NaN,6,153,1,21,0.975,1.7746,2.725,2.4,135.06,0,0,NaN,NaN,1,1,1,0
0.61914,0,6,153,1,21,0.825,1.6545,2.825,2.6,231.66,1,1,-37.021,0.19727,0,0,1,0
0.74121,0,6,153,1,21,0.875,1.732,2.6417,2.6,39.242,1,1,-31.832,0.20898,0,0,1,0
0.42871,0,6,153,1,21,0.875,1.6731,2.5667,2.4,42.151,1,1,-88.89,0.21875,0,0,1,0
NaN,NaN,6,153,1,21,0.8,1.7638,2.4917,2.6,142.38,1,2,NaN,NaN,0,1,0,0
0.72754,0,6,153,1,21,0.775,1.9876,2.575,2.4,269.75,1,1,-30.737,0.14941,0,0,1,0
0.53418,0,6,153,1,21,0.8,1.5476,2.35,2.4,143.19,1,1,-46.273,0.20703,0,0,1,0
NaN,NaN,3,153,1,21,0.575,1.8029,2.55,2.4,336.81,1,2,NaN,NaN,1,0,0,0
NaN,NaN,3,153,1,21,0.85,1.8387,2.4833,2.6,12.358,1,2,NaN,NaN,0,0,0,0
0.6875,1,3,153,1,21,0.75,1.7064,2.4,2.6,79.108,1,2,-17.799,0.16602,0,0,1,0
0.53125,1,3,153,1,21,0.775,1.6003,2.7417,2.6,136.44,1,2,-49.083,0.21094,0,0,1,0
0.54492,1,3,153,1,21,0.775,1.5431,2.6333,2.6,175.81,1,2,-20.289,0.1709,0,0,1,0
0.49902,1,3,153,1,21,0.775,1.6931,2.6667,2.6,240.35,1,2,-25.013,0.20801,0,0,1,0
NaN,NaN,3,153,1,21,1,1.6254,2.5167,2.6,339.62,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,0.9,1.7185,2.7917,2.4,186.51,1,1,NaN,NaN,1,0,1,0
0.80859,1,3,153,1,21,0.85,1.5442,2.3833,2.6,179.89,1,2,-48.105,0.21973,0,0,1,0
0.66992,1,3,153,1,21,0.8,1.5428,2.4167,2.6,5.5703,1,2,-46.66,0.18945,0,0,1,0
0.9375,0,3,153,1,21,0.8,1.5505,2.575,2.4,211.81,1,1,-48.072,0.22363,0,0,1,0
0.59961,0,3,153,1,21,0.6,1.8757,2.5833,2.4,211.57,1,1,-68.918,0.21484,0,0,1,0
0.43066,1,3,153,1,21,0.95,1.9605,2.725,2.4,110.28,1,2,-11.014,0.20117,0,0,1,0
NaN,NaN,3,153,1,21,0.525,1.6583,2.05,2.4,22.623,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,0.925,1.7014,2.65,2.4,227.39,1,1,NaN,NaN,0,0,0,0
0.60645,0,3,153,1,21,0.525,1.9158,2.175,2.4,294.51,1,1,-59.096,0.15332,0,0,1,0
NaN,NaN,3,153,1,21,0.5,1.9012,2.4167,2.6,314.98,1,1,NaN,NaN,0,0,0,0
0.37012,1,3,153,1,21,0.55,1.7443,2.3917,2.4,47.022,1,2,-51.408,0.19043,0,0,1,0
NaN,NaN,3,153,1,21,0.725,1.7076,2.4333,2.4,120.81,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,153,1,21,0.525,1.5151,2.2833,2.4,269.13,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,153,1,21,0.825,1.7406,2.4917,2.4,160.93,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,153,1,21,0.575,1.931,2.325,2.6,30.961,1,1,NaN,NaN,1,0,1,0
NaN,NaN,3,153,1,21,0.5,1.6467,2.2917,2.6,76.252,1,1,NaN,NaN,1,0,1,0
NaN,NaN,3,153,1,21,0.925,1.6205,2.7583,2.4,98.003,1,1,NaN,NaN,0,0,0,0
0.8457,1,3,153,1,21,0.925,1.506,2.6167,2.4,187.37,1,2,-46.146,0.14746,0,0,1,0
0.71777,0,3,153,1,21,0.725,1.8195,2.4917,2.6,241.61,1,1,-46.758,0.16211,0,0,1,0
0.59082,1,3,153,1,21,0.85,1.9566,2.55,2.6,347.01,1,2,-20.523,0.18164,0,0,1,0
0.66992,1,3,153,1,21,0.8,1.5652,2.4167,2.6,199.07,1,2,-32.879,0.16113,0,0,1,0
NaN,NaN,3,153,1,21,0.75,1.7507,2.4833,2.4,16.564,1,2,NaN,NaN,0,0,0,0
0.76953,1,3,153,1,21,0.925,1.6577,2.7417,2.4,323.37,1,2,-23.131,0.1543,0,0,1,0
0.94141,1,3,153,1,21,0.6,1.5693,2.2583,2.4,304.52,1,2,-31.143,0.19043,0,0,1,0
0.8457,1,3,153,1,21,0.575,1.7301,2.475,2.6,124.2,1,2,-1.9938,0.24121,0,0,1,0
NaN,NaN,3,153,1,21,0.825,1.5826,2.5833,2.4,299.27,1,2,NaN,NaN,0,0,0,0
0.78125,0,3,153,1,21,0.875,1.8468,2.5667,2.6,209.93,1,1,-40.052,0.27246,0,0,1,0
0.65332,0,3,153,1,21,0.575,1.8406,2.1833,2.6,15.016,1,1,-18.597,0.18652,0,0,1,0
0.50684,1,3,153,1,21,0.9,1.7026,2.4333,2.6,193.08,1,2,-29.866,0.19727,0,0,1,0
NaN,NaN,3,153,1,21,0.825,1.8028,2.4167,2.6,358.63,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,1,1.7605,2.6333,2.6,75.666,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,0.85,1.5255,2.4167,2.6,259.32,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,0.725,1.9106,2.4,2.4,287.22,1,1,NaN,NaN,0,0,0,0
0.45215,0,3,153,1,21,0.575,1.5416,2.3833,2.6,242.35,1,1,-79.525,0.18945,0,0,1,0
NaN,NaN,3,153,1,21,0.85,1.7194,2.6917,2.6,154.17,1,1,NaN,NaN,1,0,1,0
NaN,NaN,3,153,1,21,0.925,1.6346,2.7083,2.6,65.368,1,2,NaN,NaN,1,0,0,0
0.5957,1,3,153,1,21,0.55,1.7002,2.1417,2.4,234.57,1,2,-63.61,0.24414,0,0,1,0
0.49707,0,3,153,1,21,0.725,1.5728,2.25,2.6,150.66,1,1,-41.676,0.15723,0,0,1,0
NaN,NaN,3,153,1,21,0.7,1.5414,2.425,2.4,106.68,1,2,NaN,NaN,1,0,1,0
0.59668,1,3,153,1,21,0.5,1.7805,2.1167,2.6,309.5,1,2,-57.763,0.26465,0,0,1,0
NaN,NaN,3,153,1,21,0.65,1.5736,2.5917,2.6,88.922,1,2,NaN,NaN,0,0,0,0
0.4502,1,3,153,1,21,0.775,1.8257,2.65,2.6,93.394,1,2,-41.717,0.21191,0,0,1,0
0.54492,1,3,153,1,21,0.65,1.8684,2.6,2.6,286.69,1,2,-50.581,0.19727,0,0,1,0
NaN,NaN,3,153,1,21,0.7,1.7759,2.5583,2.4,168.55,1,2,NaN,NaN,0,0,0,0
0.58398,1,3,153,1,21,0.8,1.9749,2.3333,2.4,88.169,1,2,-97.375,0.23242,0,0,1,0
NaN,NaN,3,153,1,21,0.925,1.8371,2.7833,2.4,289.91,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,0.975,1.564,2.7833,2.6,193.3,1,1,NaN,NaN,1,0,1,0
NaN,NaN,3,153,1,21,0.625,1.8317,2.3167,2.6,40.208,1,2,NaN,NaN,1,0,0,0
NaN,NaN,3,153,1,21,0.825,1.7237,2.3417,2.4,165.91,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,0.625,1.6603,2.5833,2.6,266.72,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,1,1.9276,2.9,2.4,201.69,1,2,NaN,NaN,0,0,0,0
0.55469,0,3,153,1,21,0.725,1.9761,2.6,2.6,150.97,1,1,-51.423,0.20117,0,0,1,0
0.40332,0,3,153,1,21,0.525,1.9302,2.45,2.4,76.419,1,1,-67.265,0.24609,0,0,1,0
NaN,NaN,3,153,1,21,0.5,1.8005,2.2,2.4,51.918,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,153,1,21,0.5,1.9356,2.4083,2.6,103.37,1,2,NaN,NaN,0,1,1,0
0.46484,1,3,153,1,21,0.775,1.8868,2.7333,2.6,34.496,1,2,-65.671,0.14453,0,0,1,0
0.61914,1,3,153,1,21,0.975,1.6155,2.925,2.4,19.187,1,2,-25.323,0.19824,0,0,1,0
NaN,NaN,3,153,1,21,0.975,1.9044,2.8583,2.4,215.92,1,1,NaN,NaN,0,1,1,0
0.57031,1,3,153,1,21,0.75,1.7076,2.5583,2.4,310.86,1,2,-68.532,0.19238,0,0,1,0
0.37207,1,3,153,1,21,0.925,1.6799,2.5917,2.6,264.91,1,2,-22.55,0.16992,0,0,1,0
0.66113,1,3,153,1,21,0.75,1.7449,2.575,2.6,204.48,1,2,-41.083,0.18164,0,0,1,0
NaN,NaN,3,153,1,21,0.65,1.6526,2.425,2.4,277.63,1,2,NaN,NaN,1,0,1,0
NaN,NaN,3,153,1,21,0.65,1.573,2.3667,2.4,177.19,1,2,NaN,NaN,1,0,1,1
NaN,NaN,3,153,1,21,0.8,1.5447,2.5917,2.4,2.3983,1,2,NaN,NaN,0,0,0,0
0.66992,1,3,153,1,21,0.925,1.6506,2.6667,2.4,244.87,1,2,-35.584,0.19531,0,0,1,0
NaN,NaN,3,153,1,21,0.55,1.596,2.0833,2.4,163.09,1,1,NaN,NaN,1,0,1,0
NaN,NaN,3,153,1,21,0.8,1.6919,2.4667,2.4,346.23,1,2,NaN,NaN,1,0,1,0
0.53418,1,3,153,1,21,0.575,1.5801,2.1083,2.6,49.956,1,2,-32.007,0.22656,0,0,1,0
0.55762,0,3,153,1,21,0.925,1.6414,2.7917,2.6,11.634,1,1,-50.406,0.18262,0,0,1,0
0.42676,0,3,153,1,21,0.9,1.5901,2.6917,2.4,123.78,1,1,-23.143,0.22168,0,0,1,0
0.42773,0,3,153,1,21,0.85,1.9014,2.525,2.6,46.165,1,1,-14.064,0.22266,0,0,1,0
NaN,NaN,3,153,1,21,0.9,1.9386,2.8417,2.6,321.43,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,153,1,21,0.7,1.6758,2.425,2.4,359.9,1,2,NaN,NaN,1,0,0,0
0.35547,0,2,153,1,21,0.9,1.8702,2.8917,2.6,161.62,1,1,-29.305,0.13574,0,0,1,0
NaN,NaN,2,153,1,21,0.8,1.5718,2.7417,2.4,34.032,1,1,NaN,NaN,0,1,1,0
0.35645,0,2,153,1,21,0.55,1.7033,2.1917,2.6,244.94,1,1,-36.767,0.23242,0,0,1,0
NaN,NaN,2,153,1,21,0.625,1.8711,2.4167,2.6,101.4,1,1,NaN,NaN,0,0,0,0
0.4043,1,2,153,1,21,0.9,1.6213,2.9,2.6,80.163,1,2,-25.127,0.25098,0,0,1,0
0.52344,1,2,153,1,21,0.55,1.9903,2.0583,2.4,281.98,1,2,-48.158,0.20117,0,0,1,0
NaN,NaN,2,153,1,21,1,1.8945,2.9667,2.6,227.63,1,2,NaN,NaN,0,1,0,0
0.57422,0,2,153,1,21,0.925,1.7474,2.6,2.4,204.67,1,1,-14.352,0.15234,0,0,1,0
NaN,NaN,2,153,1,21,0.675,1.9421,2.6667,2.6,321.55,1,2,NaN,NaN,1,0,1,0
0.50586,0,2,153,1,21,0.5,1.7382,2.4167,2.4,220.06,1,1,-61.395,0.19727,0,0,1,0
0.49219,1,2,153,1,21,0.95,1.5602,2.4833,2.4,135.16,1,2,-71.816,0.14941,0,0,1,0
NaN,NaN,2,153,1,21,0.85,1.5358,2.6833,2.4,81.502,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,153,1,21,0.525,1.946,2.225,2.6,301.06,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,153,1,21,0.775,1.5606,2.75,2.4,144.48,1,1,NaN,NaN,1,1,0,0
0.40527,1,2,153,1,21,0.725,1.9051,2.3,2.4,125.6,1,2,-47.404,0.20605,0,0,1,0
0.43555,0,2,153,1,21,0.7,1.6698,2.4083,2.4,160.3,1,1,-10.153,0.16699,0,0,1,0
0.62305,1,2,153,1,21,0.85,1.6745,2.4583,2.4,69.51,1,2,-79.546,0.18066,0,0,1,0
0.59277,0,2,153,1,21,0.5,1.7259,2.225,2.6,80.036,1,1,-43.302,0.24316,0,0,1,0
NaN,NaN,2,153,1,21,0.6,1.7903,2.475,2.4,346.78,1,1,NaN,NaN,0,1,1,0
0.39844,1,2,153,1,21,0.65,1.7334,2.5667,2.4,359.6,1,2,-46.21,0.14648,0,0,1,0
NaN,NaN,2,153,1,21,0.55,1.7272,2.4,2.6,256.94,1,2,NaN,NaN,0,0,0,0
0.58008,1,2,153,1,21,0.5,1.6698,2.025,2.4,234.04,1,2,-29.001,0.2168,0,0,1,0
0.5293,1,2,153,1,21,0.625,1.5407,2.3917,2.4,52.427,1,2,-37.343,0.1582,0,0,1,0
0.37207,0,2,153,1,21,0.85,1.9268,2.3833,2.4,238.6,1,1,-36.304,0.17773,0,0,1,0
0.43848,0,2,153,1,21,0.575,1.6769,2.1167,2.6,199.41,1,1,-53.389,0.16406,0,0,1,0
0.6377,1,2,153,1,21,0.65,1.7147,2.4833,2.6,94.011,1,2,-55.362,0.17188,0,0,1,0
0.84961,1,2,153,1,21,1,1.9464,2.9917,2.4,278.41,1,2,-42.14,0.15332,0,0,1,0
0.47266,0,2,153,1,21,0.575,1.8499,2.3833,2.4,181.14,1,1,-74.623,0.22363,0,0,1,0
0.59375,0,2,153,1,21,0.725,1.7642,2.625,2.4,227.38,1,1,-29.67,0.24219,0,0,1,0
NaN,NaN,2,153,1,21,0.75,1.6953,2.7167,2.4,355.59,1,2,NaN,NaN,1,0,1,1
NaN,NaN,2,153,1,21,0.625,1.9378,2.3083,2.6,206.96,1,1,NaN,NaN,0,1,1,0
0.47949,1,2,153,1,21,0.85,1.571,2.375,2.4,319.01,1,2,-95.018,0.19043,0,0,1,0
NaN,NaN,2,153,1,21,0.5,1.8061,2.0667,2.4,307.64,1,2,NaN,NaN,1,0,1,0
0.55566,0,2,153,1,21,0.75,1.6777,2.3583,2.6,190.37,1,1,-39.479,0.18652,0,0,1,0
0.61426,0,2,153,1,21,0.6,1.7365,2.525,2.4,191.64,1,1,-36.309,0.21289,0,0,1,0
NaN,NaN,2,153,1,21,0.925,1.6915,2.6917,2.4,64.898,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,153,1,21,0.775,1.9268,2.4667,2.6,90.261,1,2,NaN,NaN,0,0,0,0
0.55371,1,2,153,1,21,0.975,1.5618,2.5,2.4,132.04,1,2,-48.52,0.18359,0,0,1,0
NaN,NaN,2,153,1,21,0.975,1.5125,2.875,2.4,245.31,1,2,NaN,NaN,1,0,1,0
0.36133,1,2,153,1,21,0.85,1.6171,2.75,2.4,261.29,1,2,-24.514,0.21582,0,0,1,0
NaN,NaN,2,153,1,21,0.625,1.5638,2.3667,2.4,235.5,1,1,NaN,NaN,1,0,0,0
0.56543,1,2,153,1,21,0.525,1.9448,2.3833,2.6,282.03,1,2,-79.059,0.21289,0,0,1,0
0.63281,1,2,153,1,21,1,1.9786,2.5583,2.4,66.62,1,2,-51.168,0.22754,0,0,1,0
NaN,NaN,2,153,1,21,0.5,1.7676,2.0333,2.4,111.1,1,2,NaN,NaN,1,0,1,0
0.55078,0,2,153,1,21,0.575,1.8249,2.5,2.6,292.46,1,1,1.2998,0.25098,0,0,1,0
NaN,NaN,2,153,1,21,0.6,1.6058,2.2333,2.6,94.105,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,153,1,21,0.85,1.6542,2.45,2.6,347.64,0,0,NaN,NaN,1,0,1,0
NaN,NaN,2,153,1,21,0.825,1.5091,2.7833,2.6,264.12,1,1,NaN,NaN,0,1,0,0
0.35156,1,2,153,1,21,0.575,1.6438,2.5333,2.6,145.67,1,2,-54.838,0.21973,0,0,1,0
NaN,NaN,2,153,1,21,0.525,1.8607,2.0917,2.4,101.05,1,1,NaN,NaN,1,0,1,0
0.44043,0,2,153,1,21,0.525,1.8481,2.525,2.6,273.64,1,1,-46.118,0.24609,0,0,1,0
0.56543,1,2,153,1,21,0.975,1.7325,2.6083,2.6,306.79,1,2,-25.761,0.24707,0,0,1,0
0.60645,0,2,153,1,21,0.6,1.6215,2.3917,2.6,201.02,1,1,-12.715,0.20312,0,0,1,0
NaN,NaN,2,153,1,21,0.5,1.8648,2.45,2.6,306.72,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,153,1,21,0.75,1.6148,2.4583,2.6,146.21,1,2,NaN,NaN,0,1,1,0
0.66309,0,2,153,1,21,0.5,1.8731,2.0417,2.4,226.69,1,1,-31.409,0.1875,0,0,1,0
0.52539,1,2,153,1,21,0.55,1.6655,2.0667,2.6,327.07,1,2,-51.516,0.19238,0,0,1,0
NaN,NaN,2,153,1,21,0.5,1.6365,2.2667,2.4,347.06,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,153,1,21,0.7,1.8288,2.6667,2.6,118.46,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,153,1,21,0.975,1.7771,2.7583,2.6,214.1,1,2,NaN,NaN,1,0,0,0
NaN,NaN,2,153,1,21,0.7,1.5047,2.525,2.6,17.868,1,2,NaN,NaN,1,0,1,0
0.59668,0,2,153,1,21,0.975,1.6607,2.65,2.6,193.64,1,1,-44.514,0.20996,0,0,1,0
0.35938,0,2,153,1,21,0.925,1.8682,2.475,2.4,294.51,1,1,-76.051,0.25586,0,0,1,0
NaN,NaN,2,153,1,21,0.65,1.6278,2.5,2.4,113.17,1,1,NaN,NaN,0,0,0,0
0.5791,0,2,153,1,21,0.5,1.5293,2.4333,2.6,126.18,1,1,-29.454,0.25293,0,0,1,0
0.48633,0,2,153,1,21,1,1.9284,2.5083,2.4,308.16,1,1,-11.875,0.21289,0,0,1,0
0.93652,1,2,153,1,21,0.95,1.9352,2.5667,2.4,205.4,0,0,-43.645,0.25488,0,0,1,0
0.375,1,2,153,1,21,0.975,1.5631,2.55,2.6,47.71,1,2,-23.398,0.23828,0,0,1,0
0.46582,1,2,153,1,21,0.5,1.5041,2.2833,2.6,213.97,1,2,-99.381,0.23047,0,0,1,0
0.39844,0,2,153,1,21,0.7,1.7483,2.5917,2.4,201.12,1,1,-39.983,0.27148,0,0,1,0
NaN,NaN,2,153,1,21,0.575,1.8329,2.525,2.4,221.95,1,2,NaN,NaN,0,0,0,0
0.55957,0,2,153,1,21,0.725,1.6716,2.3833,2.4,166.13,1,1,-107.5,0.18262,0,0,1,0
NaN,NaN,2,153,1,21,0.525,1.6136,2.0833,2.4,245.31,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,153,1,21,0.825,1.8106,2.575,2.4,104.14,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,153,1,21,0.9,1.8538,2.5417,2.6,35.122,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,153,1,21,1,1.685,2.6083,2.6,23.556,1,2,NaN,NaN,1,0,1,0
0.37793,0,2,153,1,21,0.825,1.7246,2.7917,2.4,97.497,1,1,-36.449,0.18359,0,0,1,0
0.54102,1,2,153,1,21,0.525,1.7541,2.0333,2.6,42.117,1,2,-84.681,0.22461,0,0,1,0
NaN,NaN,2,153,1,21,0.875,1.9731,2.8583,2.4,111.86,1,1,NaN,NaN,0,0,0,0
0.51172,0,2,153,1,21,0.65,1.626,2.5417,2.6,57.237,1,1,-13.209,0.12695,0,0,1,0
NaN,NaN,1,153,1,21,0.95,1.6039,2.6417,2.6,307.35,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,153,1,21,0.575,1.7369,2.45,2.6,113.53,1,2,NaN,NaN,1,1,1,0
NaN,NaN,1,153,1,21,0.9,1.756,2.7,2.4,93.403,1,1,NaN,NaN,0,1,1,0
0.38965,1,1,153,1,21,0.575,1.7629,2.3333,2.6,161.25,1,2,-35.536,0.18262,0,0,1,0
NaN,NaN,1,153,1,21,0.85,1.5088,2.55,2.6,28.65,1,2,NaN,NaN,0,1,1,0
0.53027,1,1,153,1,21,0.9,1.5905,2.6833,2.6,92.755,1,2,-35.349,0.16992,0,0,1,0
0.48242,1,1,153,1,21,1,1.7283,2.75,2.6,96.556,1,2,-62.032,0.16504,0,0,1,0
0.37793,0,1,153,1,21,0.6,1.6132,2.2917,2.4,310.44,1,1,-58.13,0.21094,0,0,1,0
0.42773,1,1,153,1,21,0.7,1.5714,2.525,2.6,324.61,1,2,-27.671,0.2373,0,0,1,0
0.48535,1,1,153,1,21,0.8,1.8854,2.7333,2.6,346.8,1,2,-42.484,0.25586,0,0,1,0
NaN,NaN,1,153,1,21,0.925,1.974,2.7833,2.6,2.1499,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,153,1,21,0.5,1.6673,2.3667,2.6,135.13,0,0,NaN,NaN,1,0,1,0
NaN,NaN,1,153,1,21,0.825,1.7324,2.4583,2.6,71.132,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,153,1,21,0.8,1.9749,2.375,2.6,123.09,1,2,NaN,NaN,0,1,0,0
0.39648,1,1,153,1,21,0.575,1.8757,2.15,2.4,273.74,1,2,-11.951,0.23047,0,0,1,0
NaN,NaN,1,153,1,21,0.725,1.8517,2.5583,2.4,195.17,1,2,NaN,NaN,0,1,1,0
0.42285,0,1,153,1,21,0.6,1.6633,2.325,2.6,263.58,1,1,-72.099,0.20801,0,0,1,0
0.77637,1,1,153,1,21,0.625,1.9718,2.475,2.4,127.04,0,0,-36.079,0.24609,0,0,1,0
NaN,NaN,1,153,1,21,0.975,1.9952,2.9583,2.6,203.41,1,2,NaN,NaN,0,1,0,0
